experiment,study_title,type,authors,journal
finnish-sauna,Effects of Post-Exercise Heat Exposure on Acute Recovery and Training-Induced Performance Adaptations: A Systematic Review,REV,Health Commons,Review
finnish-sauna,Facts and fables about sauna,REV,Health Commons,Review
finnish-sauna,Fimea issues a warning: Wearing an opioid patch in the sauna may cause life-threatening poisoning,GUIDE,Health Commons,Web Page
finnish-sauna,Finnish sauna,GUIDE,Health Commons,Guideline
finnish-sauna,Finnish sauna bathing does not increase or decrease the risk of cancer in men: A prospective cohort study,OBS,Health Commons,Journal Article
finnish-sauna,Guidelines for bathing in the sauna,GUIDE,Health Commons,Guideline
finnish-sauna,Guidelines for safe recreational water environments. Volume 2: Swimming pools and similar environments,GUIDE,Health Commons,Guideline
finnish-sauna,Heat and Medications – Guidance for Clinicians,GUIDE,Health Commons,Guideline
finnish-sauna,Heat exposure and drugs. A review of the effects of hyperthermia on pharmacokinetics,REV,Health Commons,Review
finnish-sauna,Heat stress and fetal risk. Environmental limits for exercise and passive heat stress during pregnancy: a systematic review with best evidence synthesis,REV,Health Commons,Review
finnish-sauna,Heat thermotherapy to improve cardiovascular function and cardiometabolic health: A systematic review and meta-analysis,MA,Health Commons,Review
finnish-sauna,Hematological Adaptations to Post-Exercise Sauna Bathing With No Fluid Intake: A Randomized Cross-Over Study,INT,Health Commons,Journal Article
finnish-sauna,"Home blood pressure monitoring: methodology, clinical relevance and practical application: a 2021 position paper by the Working Group on Blood Pressure Monitoring and Cardiovascular Variability of the European Society of Hypertension",GUIDE,Health Commons,Guideline
finnish-sauna,Human thermoregulation in sauna,REV,Health Commons,Review
finnish-sauna,Instructions How to enjoy a Finnish Sauna Bath,GUIDE,Health Commons,Web Page
finnish-sauna,Maternal heat exposure and neural tube defects,OBS,Health Commons,Journal Article
finnish-sauna,Maternal hyperthermia and the risk for neural tube defects in offspring: systematic review and meta-analysis,MA,Health Commons,Review
finnish-sauna,Measurement of Blood Pressure in Humans: A Scientific Statement From the American Heart Association,GUIDE,Health Commons,Guideline
finnish-sauna,Most people might miss the biggest benefit of sauna,SRC,Health Commons,External Protocol
finnish-sauna,My #1 Longevity Protocol of 2025,SRC,Health Commons,External Protocol
finnish-sauna,My Morning Routine (2026),SRC,Health Commons,External Protocol
finnish-sauna,Non-acute effects of passive heating interventions on cardiometabolic risk and vascular health: systematic review and meta-analysis of randomized controlled trials,MA,Health Commons,Review
finnish-sauna,Passive Heating: Reviewing Practical Heat Acclimation Strategies for Endurance Athletes,REV,Health Commons,Review
finnish-sauna,Physical Activity and Exercise During Pregnancy and the Postpartum Period,GUIDE,Health Commons,Guideline
finnish-sauna,"Pool Standards, July 2014 (Amended 2017)",GUIDE,Health Commons,Guideline
finnish-sauna,Rapid review: Environmental health risks and safety considerations in saunas,REV,Health Commons,Guideline
finnish-sauna,Repeated waon therapy improves pulmonary hypertension during exercise in patients with severe chronic obstructive pulmonary disease,SRC,Health Commons,Journal Article
finnish-sauna,Sauna bather's circulation,REV,Health Commons,Review
finnish-sauna,"Sauna bathing, renal function and chronic kidney disease: Cross-sectional and longitudinal findings from the KIHD study",OBS,Health Commons,Journal Article
finnish-sauna,Sauna Experience,GUIDE,Health Commons,External Protocol
finnish-sauna,Sauna-Induced Body Mass Loss in Young Sedentary Women and Men,MECH,Health Commons,Journal Article
finnish-sauna,Suggested limits to the use of the hot tub and sauna by pregnant women,MECH,Health Commons,Journal Article
finnish-sauna,The effect of a single sauna exposure on spermatozoa,MECH,Health Commons,Journal Article
finnish-sauna,The effect of heat therapy on blood pressure and peripheral vascular function: A systematic review and meta-analysis,MA,Health Commons,Review
finnish-sauna,The effect of post-exercise heat exposure (passive heat acclimation) on exercise performance in healthy adults: a systematic review and meta-analysis,MA,Health Commons,Review
finnish-sauna,The effect of prescription and over-the-counter medications on core temperature in adults during heat stress: a systematic review and meta-analysis,MA,Health Commons,Review
finnish-sauna,"The effect of six-weeks of sauna on treatment autonomic nervous system, peak nasal inspiratory flow and lung functions of allergic rhinitis Thai patients",RCT,Health Commons,Journal Article
finnish-sauna,The sauna and pregnancy,MECH,Health Commons,Journal Article
finnish-sauna,"The sauna, skin and skin diseases",REV,Health Commons,Review
finnish-sauna,Acute effects of exercise and sauna as a single intervention on arterial compliance,MECH,Health Commons,Journal Article
finnish-sauna,Acute Finnish sauna heat exposure induces stronger immune cell than cytokine responses,MECH,Health Commons,Journal Article
finnish-sauna,Effect of a single Finnish sauna session on white blood cell profile and cortisol levels in athletes and non-athletes,MECH,Health Commons,Journal Article
finnish-sauna,Effect of regular sauna on epidermal barrier function and stratum corneum water-holding capacity in vivo in humans: a controlled study,MECH,Health Commons,Journal Article
finnish-sauna,Effect of repeated alternative thermal stress on the physiological and body composition characteristics of young women sporadically using sauna,MECH,Health Commons,Journal Article
finnish-sauna,Endocrine effects of repeated sauna bathing,MECH,Health Commons,Journal Article
finnish-sauna,"Response of plasma endorphins, prolactin and catecholamines in women to intense heat in a sauna",MECH,Health Commons,Journal Article
finnish-sauna,The Effects of Repeated Thermal Stress on the Physiological Parameters of Young Physically Active Men Who Regularly Use the Sauna: A Multifactorial Assessment,MECH,Health Commons,Journal Article
finnish-sauna,A systematic review of the role of heat therapy for patients with intermittent claudication due to peripheral artery disease,REV,Health Commons,Review
finnish-sauna,Adaptations and mechanisms of human heat acclimation: applications for competitive athletes and sports,REV,Health Commons,Review
finnish-sauna,Before-bedtime passive body heating by warm shower or bath to improve sleep: a systematic review and meta-analysis,MA,Health Commons,Review
finnish-sauna,Cardiovascular autonomic modulation during passive heating protocols: a systematic review,REV,Health Commons,Review
finnish-sauna,"Effect of a Four-Week Extreme Heat (100 ± 2 °C) Sauna Baths Program in Combination with Resistance Training on Lower Limb Strength and Body Composition: A Blinded, Randomized Study",RCT,Health Commons,Journal Article
finnish-sauna,Effect of Waon Therapy in Individuals With Heart Failure: A Systematic Review,REV,Health Commons,Review
finnish-sauna,Effects of Bathtub Bathing and Sauna Practices on Cardiovascular and Systemic Health: A Narrative Review,REV,Health Commons,Review
finnish-sauna,FAQs,GUIDE,Health Commons,Web Page
finnish-sauna,Far infrared radiation (FIR): its biological effects and medical applications,REV,Health Commons,Review
finnish-sauna,Far-infrared saunas for treatment of cardiovascular risk factors: summary of published evidence,REV,Health Commons,Review
finnish-sauna,From Lab to Real World: Heat Acclimation Considerations for Elite Athletes,REV,Health Commons,Review
finnish-sauna,Guidance on home blood pressure monitoring: A statement of the HOPE Asia Network,GUIDE,Health Commons,Guideline
finnish-sauna,Heat alleviation strategies for athletic performance: A review and practitioner guidelines,GUIDE,Health Commons,Guideline
finnish-sauna,Heat therapy shows benefit in patients with type 2 diabetes mellitus: a systematic review and meta-analysis,MA,Health Commons,Review
finnish-sauna,Heat therapy: mechanistic underpinnings and applications to cardiovascular health,MECH,Health Commons,Review
finnish-sauna,Home Blood Pressure Monitoring,REV,Health Commons,Review
finnish-sauna,How Sauna Detoxified My Body,SRC,Health Commons,Podcast
finnish-sauna,How the sauna affects the endocrine system,REV,Health Commons,Journal Article
finnish-sauna,I think I need to be fired. I've done 232 dry sauna sessions,SRC,Health Commons,External Protocol
finnish-sauna,Influence of genital heat stress on semen quality in humans,REV,Health Commons,Review
finnish-sauna,"Influence of the mode of heating on cerebral blood flow, non-invasive intracranial pressure and thermal tolerance in humans",INT,Health Commons,Journal Article
finnish-sauna,Passive heat therapy for cardiovascular disease,REV,Health Commons,Review
finnish-sauna,"Passive heat therapy improves endothelial function, arterial stiffness and blood pressure in sedentary humans",RCT,Health Commons,Journal Article
finnish-sauna,Sauna and Health effects,REV,Health Commons,Web Page
finnish-sauna,Sauna use as a lifestyle practice to extend healthspan,REV,Health Commons,Review
finnish-sauna,Sauna use as a novel management approach for cardiovascular health and peripheral arterial disease,REV,Health Commons,Review
finnish-sauna,The Cardiometabolic Health Benefits of Sauna Exposure in Individuals with High-Stress Occupations. A Mechanistic Review,REV,Health Commons,Review
finnish-sauna,The effects of hot-water immersion on cardiovascular and cardiorespiratory health of healthy adults: A systematic review and meta-analysis,MA,Health Commons,Review
finnish-sauna,"The Role of Sauna Bathing in Ischemic Heart Disease: A Narrative Review of Therapeutic Potential, Physiological Mechanisms, and Emerging Clinical Applications",REV,Health Commons,Review
finnish-sauna,Benefits and risks of sauna bathing,REV,Health Commons,Review
finnish-sauna,Cardiovascular and Other Health Benefits of Sauna Bathing: A Review of the Evidence,REV,Health Commons,Review
finnish-sauna,Clinical Effects of Regular Dry Sauna Bathing: A Systematic Review,REV,Health Commons,Review
finnish-sauna,Effects of sauna on sperm movement characteristics of normal men measured by computer-assisted sperm analysis,MECH,Health Commons,Journal Article
