feature_id,area,route_or_surface,user_story,expected_behavior,primary_evidence,existing_test_evidence,feature_status,test_coverage_status,inventory_notes,testing_loop_status,last_test_command,last_test_result,observed_errors,source_worker,tracker_updated
dashboard-sidebar-chat-entry,dashboard,sidebar nav,"As a member, I can start chatting with Murph from the sidebar.",Chat action resolves contact options; zero options routes signed-in users to Settings or anonymous users to auth; one option renders a direct contact link; multiple options open a picker with copy and webmail affordances.,apps/web/src/components/dashboard/sidebar-chat-action.tsx:36-73; apps/web/src/components/dashboard/sidebar-chat-auth-gate.tsx:31-82; apps/web/src/components/dashboard/sidebar-chat-contact-dialog.tsx:40-158,apps/web/test/sidebar-chat-action.test.tsx:92-189; apps/web/test/sidebar-chat-action.test.tsx:191-368; apps/web/test/sidebar-chat-contact-dialog.test.tsx:54-242,inventoried,covered,Tests also assert contact identifiers are not exposed in sidebar markup.,passed,pnpm exec vitest run --config apps/web/vitest.workspace.ts --no-coverage apps/web/test/browser-vault-context.test.tsx apps/web/test/browser-vault-dashboard-pages.test.tsx apps/web/test/browser-vault-onboarding-steps.test.tsx apps/web/test/dashboard-sidebar.test.ts apps/web/test/device-sync-connect-complete-page.test.ts apps/web/test/device-sync-home-onboarding.test.ts apps/web/test/sidebar-chat-action.test.tsx apps/web/test/sidebar-chat-contact-dialog.test.tsx,passed tracker-referenced focused tests on 2026-06-21,,02-dashboard-read-surfaces,2026-06-21
design-brand-guidelines,design,/design?tab=brand,"As a designer or engineer, I want brand guidance in one page.","Brand tab shows logo usage, palette, typography, image direction, interactive hero concept, background explorations, and AI image prompt cards.",apps/web/app/design/brand-content.tsx:3; apps/web/app/design/brand-content.tsx:23; apps/web/app/design/brand-content.tsx:46; apps/web/app/design/brand-content.tsx:121; apps/web/app/design/brand-content.tsx:189,none found,inventoried,missing,Gap triage: Missing coverage: /design brand tab is an internal static design-system route; no route or component test asserts BrandContent or brand tab rendering.,blocked_no_existing_test,not_run,Blocked: Missing coverage: /design brand tab is an internal static design-system route; no route or component test asserts BrandContent or brand tab rendering.,Missing coverage: /design brand tab is an internal static design-system route; no route or component test asserts BrandContent or brand tab rendering.,01-public-static,2026-06-21
design-component-gallery,design,/design?tab=components,"As an engineer, I want a live gallery of shared UI components.","Components tab renders buttons, payment buttons, inputs, OTP, select, badges, avatar, toggles, loaders, alerts, tooltips, dialogs, sheet, dropdown, collapsible, table, tabs, progress, cards, metrics, timeline, next step, expected signal, conclusion, health domain, plan visual, active banner, and profile stats previews.",apps/web/app/design/components-content.tsx:102; apps/web/app/design/components-content.tsx:116; apps/web/app/design/components-content.tsx:137; apps/web/app/design/components-content.tsx:327; apps/web/app/design/components-content.tsx:471; apps/web/app/design/components-content.tsx:517,none found,inventoried,missing,Gap triage: Missing coverage: /design components tab is an internal component gallery; no test asserts the expected component groups render.,blocked_no_existing_test,not_run,Blocked: Missing coverage: /design components tab is an internal component gallery; no test asserts the expected component groups render.,Missing coverage: /design components tab is an internal component gallery; no test asserts the expected component groups render.,01-public-static,2026-06-21
design-interactive-previews,design,/design?tab=components interactions,"As an engineer, I want to exercise representative interactive components from the gallery.","Component gallery maintains state for collapsible and experiment channel picker, previews dialog/sheet/dropdown/tooltip flows, and shows email contact picker variants.",apps/web/app/design/components-content.tsx:102; apps/web/app/design/components-content.tsx:348; apps/web/app/design/components-content.tsx:375; apps/web/app/design/components-content.tsx:428; apps/web/app/design/components-content.tsx:437; apps/web/app/design/components-content.tsx:450,none found,inventoried,missing,Gap triage: Missing coverage: interactive previews in the /design components tab use local client state; no DOM/client test clicks or verifies those preview states.,blocked_no_existing_test,not_run,Blocked: Missing coverage: interactive previews in the /design components tab use local client state; no DOM/client test clicks or verifies those preview states.,Missing coverage: interactive previews in the /design components tab use local client state; no DOM/client test clicks or verifies those preview states.,01-public-static,2026-06-21
design-route-metadata,design,/design metadata,"As a visitor sharing the design page, I want metadata and preview images.","Route sets design title and description, inherits shared preview image metadata, and wraps the page in HostedPrivyBoundary, Suspense, and footer.",apps/web/app/design/page.tsx:8; apps/web/app/design/page.tsx:13,apps/web/test/route-metadata-pages.test.ts:12,inventoried,covered,,passed,pnpm exec vitest run --config apps/web/vitest.workspace.ts --no-coverage apps/web/test/consumer-health-data-privacy-policy.test.ts apps/web/test/hosted-legal-consent-card.test.ts apps/web/test/legal-manifest.test.ts apps/web/test/route-metadata-pages.test.ts,passed tracker-referenced focused tests on 2026-06-21,,01-public-static,2026-06-21
design-tabbed-shell,design,/design,"As a visitor, I want to switch between brand and component reference tabs.","Client page reads `?tab`, defaults to brand, updates the URL with `router.replace`, and renders Brand or Components content.",apps/web/app/design/design-page.tsx:14; apps/web/app/design/design-page.tsx:19; apps/web/app/design/design-page.tsx:23,none found,inventoried,missing,Gap triage: Missing coverage: DesignPage tab selection and URL replacement are client-side; no test renders /design or verifies tab switching.,blocked_no_existing_test,not_run,Blocked: Missing coverage: DesignPage tab selection and URL replacement are client-side; no test renders /design or verifies tab switching.,Missing coverage: DesignPage tab selection and URL replacement are client-side; no test renders /design or verifies tab switching.,01-public-static,2026-06-21
junction-backfill-diagnostics,diagnostics,GET/POST /api/settings/device-sync/diagnose-backfill,"As an authorized local/support operator, I can inspect Junction backfill and REST diagnostic state without exposing provider identifiers.","Route is enabled only by flag or loopback host, requires active app session, supports Junction active connections only, resolves a single connection or explicit connectionId, runs backfill and optional REST probes, requires POST plus CSRF for refresh, and redacts provider identifiers while hashing external account id.",apps/web/app/api/settings/device-sync/diagnose-backfill/route.ts:15; apps/web/app/api/settings/device-sync/diagnose-backfill/route.ts:24; apps/web/app/api/settings/device-sync/diagnose-backfill/route.ts:47; apps/web/app/api/settings/device-sync/diagnose-backfill/route.ts:170; apps/web/app/api/settings/device-sync/diagnose-backfill/route.ts:204,apps/web/test/device-sync-settings-routes.test.ts:364; apps/web/test/device-sync-settings-routes.test.ts:494; apps/web/test/device-sync-settings-routes.test.ts:596; apps/web/test/device-sync-settings-routes.test.ts:607; apps/web/test/device-sync-settings-routes.test.ts:719,inventoried,covered,Local diagnostic only by code path.,passed,pnpm exec vitest run --config apps/web/vitest.workspace.ts --no-coverage apps/web/test/browser-vault-session-route.test.ts apps/web/test/dashboard-sidebar.test.ts apps/web/test/device-sync-settings-routes.test.ts apps/web/test/device-sync-settings-surface.test.ts apps/web/test/hosted-account-data-service.test.ts apps/web/test/hosted-account-settings-cards.test.tsx apps/web/test/hosted-billing-settings.test.tsx apps/web/test/hosted-data-privacy-settings.test.ts apps/web/test/hosted-execution-usage-allowance.test.ts apps/web/test/hosted-execution-usage-gate-route.test.ts apps/web/test/hosted-execution-usage-route.test.ts apps/web/test/hosted-execution-usage.test.ts apps/web/test/hosted-legal-consent-card.test.ts apps/web/test/hosted-onboarding-client-api.test.ts apps/web/test/hosted-onboarding-companion-member-access.test.ts apps/web/test/hosted-onboarding-billing-checkout-route.test.ts apps/web/test/hosted-onboarding-billing-plan-change-service.test.ts apps/web/test/hosted-onboarding-billing-plan-switch-to-pulse-service.test.ts apps/web/test/hosted-onboarding-billing-plans.test.ts apps/web/test/hosted-onboarding-billing-checkout-route.test.ts apps/web/test/hosted-onboarding-billing-success-route.test.ts apps/web/test/hosted-onboarding-stripe-event-reconciliation.test.ts apps/web/test/hosted-onboarding-stripe-route.test.ts apps/web/test/hosted-onboarding-stripe-webhook-service.test.ts apps/web/test/hosted-orchestration-runtime-usage-decision.test.ts apps/web/test/legal-consent-routes.test.ts apps/web/test/legal-consent.test.ts apps/web/test/settings-billing-portal-route.test.ts apps/web/test/hosted-onboarding-billing-checkout-route.test.ts apps/web/test/settings-billing-switch-to-pulse-route.test.ts apps/web/test/settings-billing-upgrade-plan-route.test.ts apps/web/test/settings-data-export-route.test.ts apps/web/test/settings-email-settings.test.ts apps/web/test/settings-email-sync-route.test.ts apps/web/test/settings-page.test.ts apps/web/test/settings-phone-settings.test.ts apps/web/test/settings-phone-sync-route.test.ts apps/web/test/settings-privacy-delete-route.test.ts apps/web/test/settings-telegram-settings.test.ts apps/web/test/settings-telegram-sync-route.test.ts,passed tracker-referenced focused tests on 2026-06-21,,04-device-sync-connect,2026-06-21
invite-email-verification,email auth,/join/[inviteCode] verify for Linq email contacts,"As an email-backed invite visitor, I verify with an email code instead of SMS.","Invite status selects invite_email for pending Linq email contacts, island renders inline email auth, and completion binds the verified email to the invite member.",apps/web/src/lib/hosted-onboarding/invite-service.ts:145; apps/web/src/components/hosted-onboarding/join-invite-islands.tsx:123; apps/web/src/components/hosted-onboarding/hosted-email-auth-button.tsx:66,apps/web/test/hosted-onboarding-privy-invite-status.test.ts:305; apps/web/test/join-invite-page-view.test.ts:132; apps/web/test/join-invite-islands.test.ts:579,inventoried,covered,Invite email requirement overrides stale client method hints.,passed,pnpm exec vitest run --config apps/web/vitest.workspace.ts --no-coverage apps/web/test/auth-dialog-provider.test.tsx apps/web/test/homepage-email-auth-button.test.tsx apps/web/test/homepage-privy-auth.test.ts apps/web/test/hosted-app-session-production-cookie.test.ts apps/web/test/hosted-app-session.test.ts apps/web/test/hosted-auth-panel.test.ts apps/web/test/hosted-onboarding-invite-send-code.test.ts apps/web/test/hosted-onboarding-invite-status-route.test.ts apps/web/test/hosted-onboarding-privy-complete-route.test.ts apps/web/test/hosted-onboarding-privy-invite-status.test.ts apps/web/test/hosted-onboarding-privy-service.test.ts apps/web/test/hosted-onboarding-session-logout-route.test.ts apps/web/test/hosted-phone-auth-support.test.ts apps/web/test/hosted-phone-auth.test.ts apps/web/test/hosted-phone-country-code-boundary.test.ts apps/web/test/hosted-phone-country-hint.test.ts apps/web/test/join-invite-islands.test.ts apps/web/test/join-invite-page-view.test.ts apps/web/test/join-invite-success-client.test.ts apps/web/test/join-page.test.ts apps/web/test/lp-auth-controls.test.tsx apps/web/test/settings-email-settings.test.ts apps/web/test/settings-email-sync-route.test.ts apps/web/test/settings-phone-settings.test.ts apps/web/test/settings-phone-sync-route.test.ts,passed tracker-referenced focused tests on 2026-06-21,,05-onboarding-identity,2026-06-21
generic-email-auth-flow,email auth support,HostedEmailAuthButton,"As a hosted auth user, I can request an email code, resend, verify, and complete email auth.","Component normalizes and validates email, calls Privy sendCode/loginWithCode, supports no-signup login mode, reports authMethod email, and surfaces errors.",apps/web/src/components/hosted-onboarding/hosted-email-auth-button.tsx:66; apps/web/src/components/hosted-onboarding/hosted-email-auth-button.tsx:118; apps/web/src/components/hosted-onboarding/hosted-email-auth-button.tsx:131,apps/web/test/homepage-email-auth-button.test.tsx:73; apps/web/test/homepage-email-auth-button.test.tsx:92; apps/web/test/homepage-email-auth-button.test.tsx:150,inventoried,covered,Inline mode is reused by invite email verification and AuthPanel.,passed,pnpm exec vitest run --config apps/web/vitest.workspace.ts --no-coverage apps/web/test/auth-dialog-provider.test.tsx apps/web/test/homepage-email-auth-button.test.tsx apps/web/test/homepage-privy-auth.test.ts apps/web/test/hosted-app-session-production-cookie.test.ts apps/web/test/hosted-app-session.test.ts apps/web/test/hosted-auth-panel.test.ts apps/web/test/hosted-onboarding-invite-send-code.test.ts apps/web/test/hosted-onboarding-invite-status-route.test.ts apps/web/test/hosted-onboarding-privy-complete-route.test.ts apps/web/test/hosted-onboarding-privy-invite-status.test.ts apps/web/test/hosted-onboarding-privy-service.test.ts apps/web/test/hosted-onboarding-session-logout-route.test.ts apps/web/test/hosted-phone-auth-support.test.ts apps/web/test/hosted-phone-auth.test.ts apps/web/test/hosted-phone-country-code-boundary.test.ts apps/web/test/hosted-phone-country-hint.test.ts apps/web/test/join-invite-islands.test.ts apps/web/test/join-invite-page-view.test.ts apps/web/test/join-invite-success-client.test.ts apps/web/test/join-page.test.ts apps/web/test/lp-auth-controls.test.tsx apps/web/test/settings-email-settings.test.ts apps/web/test/settings-email-sync-route.test.ts apps/web/test/settings-phone-settings.test.ts apps/web/test/settings-phone-sync-route.test.ts,passed tracker-referenced focused tests on 2026-06-21,,05-onboarding-identity,2026-06-21
settings-email-sync-support,email auth support,POST /api/settings/email/sync and HostedEmailSettings,"As a hosted app user linking or changing email, my verified email and reply alias sync to member authorization state.","Email settings sends or verifies update-email codes or opens Privy link modal; sync route requires fresh active Privy plus app session, checks expected email, creates reply alias, upserts authorization, and queues channel update.",apps/web/src/components/settings/hosted-email-settings-controller.ts:98; apps/web/src/components/settings/hosted-email-settings-controller.ts:176; apps/web/app/api/settings/email/sync/route.ts:30,apps/web/test/settings-email-settings.test.ts:106; apps/web/test/settings-email-sync-route.test.ts:156,inventoried,covered,Welcome email send is best-effort and non-blocking.,passed,pnpm exec vitest run --config apps/web/vitest.workspace.ts --no-coverage apps/web/test/browser-vault-session-route.test.ts apps/web/test/dashboard-sidebar.test.ts apps/web/test/device-sync-settings-routes.test.ts apps/web/test/device-sync-settings-surface.test.ts apps/web/test/hosted-account-data-service.test.ts apps/web/test/hosted-account-settings-cards.test.tsx apps/web/test/hosted-billing-settings.test.tsx apps/web/test/hosted-data-privacy-settings.test.ts apps/web/test/hosted-execution-usage-allowance.test.ts apps/web/test/hosted-execution-usage-gate-route.test.ts apps/web/test/hosted-execution-usage-route.test.ts apps/web/test/hosted-execution-usage.test.ts apps/web/test/hosted-legal-consent-card.test.ts apps/web/test/hosted-onboarding-client-api.test.ts apps/web/test/hosted-onboarding-companion-member-access.test.ts apps/web/test/hosted-onboarding-billing-checkout-route.test.ts apps/web/test/hosted-onboarding-billing-plan-change-service.test.ts apps/web/test/hosted-onboarding-billing-plan-switch-to-pulse-service.test.ts apps/web/test/hosted-onboarding-billing-plans.test.ts apps/web/test/hosted-onboarding-billing-checkout-route.test.ts apps/web/test/hosted-onboarding-billing-success-route.test.ts apps/web/test/hosted-onboarding-stripe-event-reconciliation.test.ts apps/web/test/hosted-onboarding-stripe-route.test.ts apps/web/test/hosted-onboarding-stripe-webhook-service.test.ts apps/web/test/hosted-orchestration-runtime-usage-decision.test.ts apps/web/test/legal-consent-routes.test.ts apps/web/test/legal-consent.test.ts apps/web/test/settings-billing-portal-route.test.ts apps/web/test/hosted-onboarding-billing-checkout-route.test.ts apps/web/test/settings-billing-switch-to-pulse-route.test.ts apps/web/test/settings-billing-upgrade-plan-route.test.ts apps/web/test/settings-data-export-route.test.ts apps/web/test/settings-email-settings.test.ts apps/web/test/settings-email-sync-route.test.ts apps/web/test/settings-page.test.ts apps/web/test/settings-phone-settings.test.ts apps/web/test/settings-phone-sync-route.test.ts apps/web/test/settings-privacy-delete-route.test.ts apps/web/test/settings-telegram-settings.test.ts apps/web/test/settings-telegram-sync-route.test.ts,passed tracker-referenced focused tests on 2026-06-21,,05-onboarding-identity,2026-06-21
